company_year_id,company_id,annual_report_id,ticker,name,cik,fiscal_year,filing_date,sec_accession_id,report_path,report_hash,file_format,file_size_bytes,extraction_status,form_type,data_version,created_at,updated_at
68,20,82,CLX,Clorox,0000021076,2024,,clx_10k_2024,data/raw/annual_reports/21076/2024/clx_10k_2024.txt,67febdfcf64941dd4d84bce78136aa7766a5e1f89febf3063ac3d3b25938ef92,txt,16875717,pending,10-K,v1,2025-12-06T19:23:55.721908+11:00,
69,20,83,CLX,Clorox,0000021076,2025,,clx_10k_2025,data/raw/annual_reports/21076/2025/clx_10k_2025.txt,7706614fbd4ea173a1126efb35310c6cad80f6edf2c1fc3ec6cc03901df09d58,txt,16853448,pending,10-K,v1,2025-12-06T19:23:55.721908+11:00,
70,21,84,CME,CME Group,0001156375,2021,,cme_10k_2021,data/raw/annual_reports/1156375/2021/cme_10k_2021.txt,dce3a1dd9e87496e962b79b14c7f5f2f2b6fd089b88c05bbbcdad831b98821d6,txt,13993143,pending,10-K,v1,2025-12-06T19:23:55.773847+11:00,
71,21,85,CME,CME Group,0001156375,2022,,cme_10k_2022,data/raw/annual_reports/1156375/2022/cme_10k_2022.txt,42161841a351f3332fe65079944f2be27b7867fed4ede54cdb62ce723284c2c2,txt,13512058,pending,10-K,v1,2025-12-06T19:23:55.773847+11:00,
72,21,86,CME,CME Group,0001156375,2023,,cme_10k_2023,data/raw/annual_reports/1156375/2023/cme_10k_2023.txt,a6bb694a6c6e5d254e673c1e1ab84f1325e5981674940f58ad27e90455890961,txt,13212707,pending,10-K,v1,2025-12-06T19:23:55.773847+11:00,
73,21,87,CME,CME Group,0001156375,2024,,cme_10k_2024,data/raw/annual_reports/1156375/2024/cme_10k_2024.txt,7c50fe1ed3382519f9c034e6057f8dd23978126791279d8f249d768ecf6776e0,txt,11695692,pending,10-K,v1,2025-12-06T19:23:55.773847+11:00,
74,21,88,CME,CME Group,0001156375,2025,,cme_10k_2025,data/raw/annual_reports/1156375/2025/cme_10k_2025.txt,f24113f53751d6156594f73339c96e2cc3bc97df7f4892fa7e3b68f0754935f9,txt,11825688,pending,10-K,v1,2025-12-06T19:23:55.773847+11:00,
75,22,89,CMS,CMS Energy,0000811156,2021,,cms_10k_2021,data/raw/annual_reports/811156/2021/cms_10k_2021.txt,c882e2d4b92fb5e1b21261a47be10186a3983fe2ac72b399ec63ac6a32df7955,txt,44016788,pending,10-K,v1,2025-12-06T19:23:55.829568+11:00,
76,22,90,CMS,CMS Energy,0000811156,2024,,cms_10k_2024,data/raw/annual_reports/811156/2024/cms_10k_2024.txt,e9b239e21ed3fcf89fd153f14a6d31be6599c669a955e1a43ecdb9f7662b77cd,txt,42968369,pending,10-K,v1,2025-12-06T19:23:55.829568+11:00,
77,22,91,CMS,CMS Energy,0000811156,2025,,cms_10k_2025,data/raw/annual_reports/811156/2025/cms_10k_2025.txt,bb778275f5c7e76286d0fb7fe273ec4c37441c97bb241b2db452ed9ecf97b17f,txt,44941952,pending,10-K,v1,2025-12-06T19:23:55.829568+11:00,
78,23,92,KO,Coca-Cola Company (The),0000021344,2021,,ko_10k_2021,data/raw/annual_reports/21344/2021/ko_10k_2021.txt,f81ef4d0d922744849a369eecea804e19cdd4b4f21d053cf0dcf06579efc34e0,txt,27736932,pending,10-K,v1,2025-12-06T19:23:55.913781+11:00,
79,23,93,KO,Coca-Cola Company (The),0000021344,2022,,ko_10k_2022,data/raw/annual_reports/21344/2022/ko_10k_2022.txt,f50b03abc35c762c27b96800d8a32bdb05be6ea089da69912e4ab14b168cad77,txt,26586849,pending,10-K,v1,2025-12-06T19:23:55.913781+11:00,
80,23,94,KO,Coca-Cola Company (The),0000021344,2023,,ko_10k_2023,data/raw/annual_reports/21344/2023/ko_10k_2023.txt,ccb6a04d822dbcf7ba8827c4069fcbba52a7783eb97d8d051c86e60325bc64e5,txt,27436470,pending,10-K,v1,2025-12-06T19:23:55.913781+11:00,
81,23,95,KO,Coca-Cola Company (The),0000021344,2024,,ko_10k_2024,data/raw/annual_reports/21344/2024/ko_10k_2024.txt,0ff70a9f4757c23a3884629562cdbdc234e42877d881019c72b6ad8c9fc5789a,txt,26172517,pending,10-K,v1,2025-12-06T19:23:55.913781+11:00,
82,23,96,KO,Coca-Cola Company (The),0000021344,2025,,ko_10k_2025,data/raw/annual_reports/21344/2025/ko_10k_2025.txt,4b7cafaec282cf5e7ad5fb69927a8bfc52cb242a2c9cf93bc040746787042c46,txt,23750417,pending,10-K,v1,2025-12-06T19:23:55.913781+11:00,
83,24,97,CTSH,Cognizant,0001058290,2021,,ctsh_10k_2021,data/raw/annual_reports/1058290/2021/ctsh_10k_2021.html,276bdc9e4b7a2092fdbddd00ea637fb736788f2476b290b29a9be8c785be0570,html,3665765,pending,10-K,v1,2025-12-06T19:23:56.008702+11:00,
84,24,98,CTSH,Cognizant,0001058290,2022,,ctsh_10k_2022,data/raw/annual_reports/1058290/2022/ctsh_10k_2022.txt,5aa71362162c1de959328d8e0d6262ecebdd4e012f3b2cea05b1d61deac9a54d,txt,19065635,pending,10-K,v1,2025-12-06T19:23:56.008702+11:00,
85,24,99,CTSH,Cognizant,0001058290,2023,,ctsh_10k_2023,data/raw/annual_reports/1058290/2023/ctsh_10k_2023.html,6f8e02fe42484f786feed7fe62ca88cd761469cb84928a19d0e8636f71935bf0,html,3510905,pending,10-K,v1,2025-12-06T19:23:56.008702+11:00,
86,24,100,CTSH,Cognizant,0001058290,2024,,ctsh_10k_2024,data/raw/annual_reports/1058290/2024/ctsh_10k_2024.txt,67ec12b80057448034ddefe48d38facf9830a594bf076c762a85c20d66356742,txt,16163563,pending,10-K,v1,2025-12-06T19:23:56.008702+11:00,
87,24,101,CTSH,Cognizant,0001058290,2025,,ctsh_10k_2025,data/raw/annual_reports/1058290/2025/ctsh_10k_2025.txt,8eb2f4af5307dbd8c3592fded0de0da84a6531bedde46a9d9ea71ccdf96fb393,txt,22258698,pending,10-K,v1,2025-12-06T19:23:56.008702+11:00,
88,25,102,COIN,Coinbase,0001679788,2022,,coin_10k_2022,data/raw/annual_reports/1679788/2022/coin_10k_2022.txt,55a458025d5a3649bc5282a35d97bb891bb4b4740da6d94c6e81af6dfb6806a2,txt,19246496,pending,10-K,v1,2025-12-06T19:23:56.063057+11:00,
89,25,103,COIN,Coinbase,0001679788,2023,,coin_10k_2023,data/raw/annual_reports/1679788/2023/coin_10k_2023.txt,559b5bb522047f99227b2b97fb9444e67e55e57fcf51ebaf04b1f2a6e627289c,txt,19478341,pending,10-K,v1,2025-12-06T19:23:56.063057+11:00,
90,25,104,COIN,Coinbase,0001679788,2024,,coin_10k_2024,data/raw/annual_reports/1679788/2024/coin_10k_2024.txt,08f8b2e05f9802f0721e332eaa8c017fe2f0e87ab4d38188ca8cf898b51ff2b6,txt,18669498,pending,10-K,v1,2025-12-06T19:23:56.063057+11:00,
91,25,105,COIN,Coinbase,0001679788,2025,,coin_10k_2025,data/raw/annual_reports/1679788/2025/coin_10k_2025.txt,79cf479d0bf393221548a7a7b8405edf802c3a4004a416b7b350594f146a0e91,txt,20193810,pending,10-K,v1,2025-12-06T19:23:56.063057+11:00,
92,26,106,CL,Colgate-Palmolive,0000021665,2021,,cl_10k_2021,data/raw/annual_reports/21665/2021/cl_10k_2021.html,50bea77593aed6f6931893940d1c5c52f712013e36adbf59994fc4cf80928688,html,4044081,pending,10-K,v1,2025-12-06T19:23:56.117142+11:00,
93,26,107,CL,Colgate-Palmolive,0000021665,2022,,cl_10k_2022,data/raw/annual_reports/21665/2022/cl_10k_2022.txt,bc3ef986dee21fddd6ee5e2b7842cd9c62327db2da782bbcff381fe1dcae2cb7,txt,18461670,pending,10-K,v1,2025-12-06T19:23:56.117142+11:00,
94,26,108,CL,Colgate-Palmolive,0000021665,2023,,cl_10k_2023,data/raw/annual_reports/21665/2023/cl_10k_2023.html,175f41f753e1ecabbe81972d17d983c48b469d0639c7128de87f6553a7fc8f1e,html,3778267,pending,10-K,v1,2025-12-06T19:23:56.117142+11:00,
95,26,109,CL,Colgate-Palmolive,0000021665,2024,,cl_10k_2024,data/raw/annual_reports/21665/2024/cl_10k_2024.txt,d220d5b0db94bcbcc8614a43646301a4b474821790237ca3bc4ace38ae2b6f5c,txt,17590554,pending,10-K,v1,2025-12-06T19:23:56.117142+11:00,
96,26,110,CL,Colgate-Palmolive,0000021665,2025,,cl_10k_2025,data/raw/annual_reports/21665/2025/cl_10k_2025.html,c566f0545f22bac0584eec40c6651f526f692feb3bd63ca5ae74caa2937e172a,html,2836556,pending,10-K,v1,2025-12-06T19:23:56.117142+11:00,
97,27,111,CMCSA,Comcast,0001166691,2021,,cmcsa_10k_2021,data/raw/annual_reports/1166691/2021/cmcsa_10k_2021.txt,63ae1be564217800c45ee09113543046d966b6a78b0242bb9ecbed7dd7aec425,txt,18086742,pending,10-K,v1,2025-12-06T19:23:56.158445+11:00,
98,27,112,CMCSA,Comcast,0001166691,2022,,cmcsa_10k_2022,data/raw/annual_reports/1166691/2022/cmcsa_10k_2022.txt,794d6bd0312491bdba02f9c0ecbebd02bfacbf759934a4c84211d0eaa13db25d,txt,17719699,pending,10-K,v1,2025-12-06T19:23:56.158445+11:00,
99,27,113,CMCSA,Comcast,0001166691,2023,,cmcsa_10k_2023,data/raw/annual_reports/1166691/2023/cmcsa_10k_2023.html,1fea14f2402c1eea919885edac7ab654fb2652a3cc6e4661f6baa713528dd21b,html,3535749,pending,10-K,v1,2025-12-06T19:23:56.158445+11:00,
100,27,114,CMCSA,Comcast,0001166691,2024,,cmcsa_10k_2024,data/raw/annual_reports/1166691/2024/cmcsa_10k_2024.html,a64eab037fcf95b8aa062a6815c1f8a6054c33ebd80ba7c42f0aa1d2f1eb2a6c,html,2985040,pending,10-K,v1,2025-12-06T19:23:56.158445+11:00,
101,27,115,CMCSA,Comcast,0001166691,2025,,cmcsa_10k_2025,data/raw/annual_reports/1166691/2025/cmcsa_10k_2025.txt,1c9c20a105e90bc954b1e250bf90277eb97360f5ac013a3befb4fd9987a74cef,txt,17462578,pending,10-K,v1,2025-12-06T19:23:56.158445+11:00,
102,28,116,CAG,Conagra Brands,0000023217,2023,,cag_10k_2023,data/raw/annual_reports/23217/2023/cag_10k_2023.txt,408ff213ba3211685030bb786593806e8019a2269ea7b57d34573baae44b492e,txt,17203449,pending,10-K,v1,2025-12-06T19:23:56.210658+11:00,
103,28,117,CAG,Conagra Brands,0000023217,2024,,cag_10k_2024,data/raw/annual_reports/23217/2024/cag_10k_2024.txt,cb126c527ee77798d486d1f867e9016d03927f296e58a29d1e0f1f629b40ad94,txt,21281319,pending,10-K,v1,2025-12-06T19:23:56.210658+11:00,
104,28,118,CAG,Conagra Brands,0000023217,2025,,cag_10k_2025,data/raw/annual_reports/23217/2025/cag_10k_2025.html,c7102b84d1fc1d589a7d4476a33768754dcd4bba297bba8ba58840d72eaeaaec,html,4629398,pending,10-K,v1,2025-12-06T19:23:56.210658+11:00,
105,29,119,COP,ConocoPhillips,0001163165,2021,,cop_10k_2021,data/raw/annual_reports/1163165/2021/cop_10k_2021.txt,56bd4e7192af0d8664bd338512a3a924cff63cd63136bb463940b42b720615dc,txt,25477804,pending,10-K,v1,2025-12-06T19:23:56.248719+11:00,
106,29,120,COP,ConocoPhillips,0001163165,2022,,cop_10k_2022,data/raw/annual_reports/1163165/2022/cop_10k_2022.txt,ba7a76ac93c97fe35a7e16a9f53ab6a5f88573c81ca910c2e08219ccaf549d07,txt,24942754,pending,10-K,v1,2025-12-06T19:23:56.248719+11:00,
107,29,121,COP,ConocoPhillips,0001163165,2023,,cop_10k_2023,data/raw/annual_reports/1163165/2023/cop_10k_2023.txt,43ef85b828b50fb55e8d033f366c3862a6e0388fb1ca16a97e42639f669e3548,txt,29815291,pending,10-K,v1,2025-12-06T19:23:56.248719+11:00,
108,29,122,COP,ConocoPhillips,0001163165,2024,,cop_10k_2024,data/raw/annual_reports/1163165/2024/cop_10k_2024.txt,66701edfca75da42367555cb4f787a972351d4a79aa609fd335d683b5004d9f0,txt,26759700,pending,10-K,v1,2025-12-06T19:23:56.248719+11:00,
109,29,123,COP,ConocoPhillips,0001163165,2025,,cop_10k_2025,data/raw/annual_reports/1163165/2025/cop_10k_2025.txt,e53eabf057b82f7eb9140d71ee50b4f10147315bc7adade27b2ff8e406dc81ff,txt,35979099,pending,10-K,v1,2025-12-06T19:23:56.248719+11:00,
110,30,124,ED,Consolidated Edison,0001047862,2021,,ed_10k_2021,data/raw/annual_reports/1047862/2021/ed_10k_2021.html,11be65159eec4f87f015dbaa57050c92e70a3b9c4ab54b6f3e46bf3c7761c0c0,html,8608796,pending,10-K,v1,2025-12-06T19:23:56.351599+11:00,
111,30,125,ED,Consolidated Edison,0001047862,2022,,ed_10k_2022,data/raw/annual_reports/1047862/2022/ed_10k_2022.html,6d509bce88c8acfb5c5f7faa2a7dc3410e29d8d80ebe9b378deca0241ebb686b,html,8629036,pending,10-K,v1,2025-12-06T19:23:56.351599+11:00,
112,30,126,ED,Consolidated Edison,0001047862,2023,,ed_10k_2023,data/raw/annual_reports/1047862/2023/ed_10k_2023.html,a702986e05f2037ded2692f17374f2b452c78b37cca0eaba7d11c19f555813c7,html,9131336,pending,10-K,v1,2025-12-06T19:23:56.351599+11:00,
113,30,127,ED,Consolidated Edison,0001047862,2024,,ed_10k_2024,data/raw/annual_reports/1047862/2024/ed_10k_2024.txt,cef4d635a0ce9dfa5f38fa2529f7e4068a0dad5bcdf7563e80a1f941c7520440,txt,32966146,pending,10-K,v1,2025-12-06T19:23:56.351599+11:00,
114,30,128,ED,Consolidated Edison,0001047862,2025,,ed_10k_2025,data/raw/annual_reports/1047862/2025/ed_10k_2025.html,602fa30e371449a4e40c1f53fcd043fa8b54e369a0216d8addd5421aa842b5e1,html,6254518,pending,10-K,v1,2025-12-06T19:23:56.351599+11:00,
115,31,129,STZ,Constellation Brands,0000016918,2022,,stz_10k_2022,data/raw/annual_reports/16918/2022/stz_10k_2022.txt,aa237c07b0fad93000e7e0425bb37e5e7da0e696acf1652f61085cfe11ec25f5,txt,47471485,pending,10-K,v1,2025-12-06T19:23:56.408265+11:00,
116,31,130,STZ,Constellation Brands,0000016918,2025,,stz_10k_2025,data/raw/annual_reports/16918/2025/stz_10k_2025.html,26c31bc793246c7fd73b078b4cc19e52ec97f9ce8868667d3fbd9720400b77d2,html,101863,pending,10-K,v1,2025-12-06T19:23:56.408265+11:00,
117,32,131,CEG,Constellation Energy,0001868275,2022,,ceg_10k_2022,data/raw/annual_reports/1868275/2022/ceg_10k_2022.txt,11165916ec72dc0c32662fee66ae1eb4837d985446790a0402df39e5a0ddeddd,txt,159105167,pending,10-K,v1,2025-12-06T19:23:56.443551+11:00,
118,32,132,CEG,Constellation Energy,0001868275,2023,,ceg_10k_2023,data/raw/annual_reports/1868275/2023/ceg_10k_2023.txt,e982cbb12b9e47a3361ac574a1e88bf644d78cdc8aecef38cbd034f7a8f238cd,txt,30970559,pending,10-K,v1,2025-12-06T19:23:56.443551+11:00,
119,32,133,CEG,Constellation Energy,0001868275,2024,,ceg_10k_2024,data/raw/annual_reports/1868275/2024/ceg_10k_2024.txt,ef524c476bc0b4a9b241a4ff36534d2fc00c404743935c1a38080969dc7c4791,txt,31325765,pending,10-K,v1,2025-12-06T19:23:56.443551+11:00,
120,32,134,CEG,Constellation Energy,0001868275,2025,,ceg_10k_2025,data/raw/annual_reports/1868275/2025/ceg_10k_2025.txt,0a9bb923eab0e9d6998c4f7d8c5d2b68e149c0a69cf25cde4a1d6ab062bf17cf,txt,69155961,pending,10-K,v1,2025-12-06T19:23:56.443551+11:00,
121,33,135,COO,Cooper Companies (The),0000711404,2021,,coo_10k_2021,data/raw/annual_reports/711404/2021/coo_10k_2021.txt,ee3a5b8056107d480eb60e9b33b45724708f6bf425e63c74e4cd1fb2824c992a,txt,15532269,pending,10-K,v1,2025-12-06T19:23:56.631823+11:00,
122,33,136,COO,Cooper Companies (The),0000711404,2023,,coo_10k_2023,data/raw/annual_reports/711404/2023/coo_10k_2023.txt,e925ecd190f86045101d07bc27852aeda377e0c0aea7adc4375b284277811054,txt,12701960,pending,10-K,v1,2025-12-06T19:23:56.631823+11:00,
123,33,137,COO,Cooper Companies (The),0000711404,2024,,coo_10k_2024,data/raw/annual_reports/711404/2024/coo_10k_2024.txt,8846756c6e44b6b63c0095fec605ea83ee4b5b2674e14e8190b2d733d7b677af,txt,12315543,pending,10-K,v1,2025-12-06T19:23:56.631823+11:00,
124,33,138,COO,Cooper Companies (The),0000711404,2025,,coo_10k_2025,data/raw/annual_reports/711404/2025/coo_10k_2025.txt,fd18019055ad0b2b8767546388ad92ed6df981cad2ad17275403a32f9bc6a3f8,txt,12205439,pending,10-K,v1,2025-12-06T19:23:56.631823+11:00,
125,34,139,CPRT,Copart,0000900075,2021,,cprt_10k_2021,data/raw/annual_reports/900075/2021/cprt_10k_2021.html,44a592fcade31ee19c463123d4496af616939cf7ccd45792b792f04668481566,html,2615406,pending,10-K,v1,2025-12-06T19:23:56.678834+11:00,
126,34,140,CPRT,Copart,0000900075,2022,,cprt_10k_2022,data/raw/annual_reports/900075/2022/cprt_10k_2022.html,338e61174693fb7b897d5ae5057e02e7995684f6143582fd22b544d09d7620c1,html,2612806,pending,10-K,v1,2025-12-06T19:23:56.678834+11:00,
127,34,141,CPRT,Copart,0000900075,2023,,cprt_10k_2023,data/raw/annual_reports/900075/2023/cprt_10k_2023.html,0a7959c0988e724a2e2be9dc9b1fbd02d5974ca9b6473e3fefd2c1251b15f3de,html,2084850,pending,10-K,v1,2025-12-06T19:23:56.678834+11:00,
128,34,142,CPRT,Copart,0000900075,2024,,cprt_10k_2024,data/raw/annual_reports/900075/2024/cprt_10k_2024.html,550aecb92d560ca15b4c98c85ae699dc18e51d8afaeaab32d4adca8e7fb4339d,html,2048063,pending,10-K,v1,2025-12-06T19:23:56.678834+11:00,
129,35,143,GLW,Corning Inc.,0000024741,2021,,glw_10k_2021,data/raw/annual_reports/24741/2021/glw_10k_2021.txt,0d2d0c5908d1593935813875398d442d1caa2612e60a6fd5906ac2476c373ee5,txt,54109759,pending,10-K,v1,2025-12-06T19:23:56.700146+11:00,
130,35,144,GLW,Corning Inc.,0000024741,2022,,glw_10k_2022,data/raw/annual_reports/24741/2022/glw_10k_2022.txt,cccacd2713e924d034b66564a1ee4eeca1ed807811c5d085bd47f5dc6ebe2578,txt,23634634,pending,10-K,v1,2025-12-06T19:23:56.700146+11:00,
131,35,145,GLW,Corning Inc.,0000024741,2023,,glw_10k_2023,data/raw/annual_reports/24741/2023/glw_10k_2023.html,b589dce258a05827167fb8192c5ecc045f854e5070efbafd109fac973c3b411c,html,4141377,pending,10-K,v1,2025-12-06T19:23:56.700146+11:00,
132,35,146,GLW,Corning Inc.,0000024741,2024,,glw_10k_2024,data/raw/annual_reports/24741/2024/glw_10k_2024.txt,cdc0382bab1afb353b13e39e28a1a95ae1a37aaff2eb69ad36b32bc1a145f051,txt,20535158,pending,10-K,v1,2025-12-06T19:23:56.700146+11:00,
133,35,147,GLW,Corning Inc.,0000024741,2025,,glw_10k_2025,data/raw/annual_reports/24741/2025/glw_10k_2025.txt,2dfafc34fe9957e06a3cfcdcbe4bb6dd9b630b5d5bdab1eb82a58c370189ff8b,txt,19467186,pending,10-K,v1,2025-12-06T19:23:56.700146+11:00,
134,36,148,D,Dominion Energy,0000715957,2021,,d_10k_2021,data/raw/annual_reports/715957/2021/d_10k_2021.txt,4365f6d012220ec8e360abe2a2901257a439066eb165a954ad72746167a897ad,txt,84208284,pending,10-K,v1,2025-12-07T06:14:50.474420+11:00,
135,36,149,D,Dominion Energy,0000715957,2022,,d_10k_2022,data/raw/annual_reports/715957/2022/d_10k_2022.txt,7bc155b98c59513e24389d02ace00d1dedf8b9c0fa2b8db3db06d6e638a3c6ed,txt,83438418,pending,10-K,v1,2025-12-07T06:14:50.474420+11:00,
136,36,150,D,Dominion Energy,0000715957,2024,,d_10k_2024,data/raw/annual_reports/715957/2024/d_10k_2024.txt,b483fdaa18ae670b9d22b7d48eb4885670f6920e0faf09fcd2c78f337ed96557,txt,67323474,pending,10-K,v1,2025-12-07T06:14:50.474420+11:00,
137,36,151,D,Dominion Energy,0000715957,2025,,d_10k_2025,data/raw/annual_reports/715957/2025/d_10k_2025.txt,426aa0debf4e5c95fd64a4adf16305f9eb3c2d7894dd9a89ecb95b34cec90602,txt,74431793,pending,10-K,v1,2025-12-07T06:14:50.474420+11:00,
138,37,152,DPZ,Domino's,0001286681,2021,,dpz_10k_2021,data/raw/annual_reports/1286681/2021/dpz_10k_2021.txt,15afba0c2749bcc00ac509d6e938d9c1790c1dc434281a022dd76a691f87c55e,txt,10953253,pending,10-K,v1,2025-12-07T06:14:50.698539+11:00,
139,37,153,DPZ,Domino's,0001286681,2022,,dpz_10k_2022,data/raw/annual_reports/1286681/2022/dpz_10k_2022.txt,8b7c7f122ffef9b1831a0fedd2e8d9a9755b6bc46141b3c41e263d6cc83d4efb,txt,19046979,pending,10-K,v1,2025-12-07T06:14:50.698539+11:00,
140,37,154,DPZ,Domino's,0001286681,2023,,dpz_10k_2023,data/raw/annual_reports/1286681/2023/dpz_10k_2023.txt,7d249ca39df09c2987da87ad7c89ba5ab06057ba1a026629c3150e05fbe77943,txt,20646452,pending,10-K,v1,2025-12-07T06:14:50.698539+11:00,
141,37,155,DPZ,Domino's,0001286681,2024,,dpz_10k_2024,data/raw/annual_reports/1286681/2024/dpz_10k_2024.html,2f5a938f17a41a95d61d0f614142393e3111583f3a672c361aaf5c4cdf5e1070,html,3690771,pending,10-K,v1,2025-12-07T06:14:50.698539+11:00,
142,37,156,DPZ,Domino's,0001286681,2025,,dpz_10k_2025,data/raw/annual_reports/1286681/2025/dpz_10k_2025.txt,418af57ae565359cf4d0a70f3772075049d193068ee6c95748bf0ee693116295,txt,19649998,pending,10-K,v1,2025-12-07T06:14:50.698539+11:00,
143,38,157,DASH,DoorDash,0001792789,2022,,dash_10k_2022,data/raw/annual_reports/1792789/2022/dash_10k_2022.txt,44e656cfd1088253211ff97f86b8b09761f234fdc0f1385c9d3f43c64f34e72b,txt,12535151,pending,10-K,v1,2025-12-07T06:14:50.765281+11:00,
144,38,158,DASH,DoorDash,0001792789,2023,,dash_10k_2023,data/raw/annual_reports/1792789/2023/dash_10k_2023.txt,de3c5c4d9bf3dbb5527d6c83c5c277ad3686f72b8b473432c5ed1f71bf99e5b3,txt,16085628,pending,10-K,v1,2025-12-07T06:14:50.765281+11:00,
145,38,159,DASH,DoorDash,0001792789,2024,,dash_10k_2024,data/raw/annual_reports/1792789/2024/dash_10k_2024.txt,08134fdfb98fa6b535e4f0c6015a095336b1cd926310edf77076c1bfa520948e,txt,14706857,pending,10-K,v1,2025-12-07T06:14:50.765281+11:00,
146,38,160,DASH,DoorDash,0001792789,2025,,dash_10k_2025,data/raw/annual_reports/1792789/2025/dash_10k_2025.txt,2bcfcadae25d371b016625e9343ce380118e916a6d214aeb633a4bb00c6b6646,txt,12940572,pending,10-K,v1,2025-12-07T06:14:50.765281+11:00,
147,39,161,DOV,Dover Corporation,0000029905,2025,,dov_10k_2025,data/raw/annual_reports/29905/2025/dov_10k_2025.txt,0eaf4e47ecddab28d3d752bc3050e7e20dd64d1ccb146ea25f154ebe7df48bec,txt,19167105,pending,10-K,v1,2025-12-07T06:14:50.818927+11:00,
148,40,162,DOW,Dow Inc.,0001751788,2024,,dow_10k_2024,data/raw/annual_reports/1751788/2024/dow_10k_2024.html,bea5e136be121bb4532d5ce7d8bfb70b729a1fc511573bb41220606cc471d066,html,293480,pending,10-K,v1,2025-12-07T06:14:50.837215+11:00,
149,41,163,DD,DuPont,0001666700,2021,,dd_10k_2021,data/raw/annual_reports/1666700/2021/dd_10k_2021.html,79ac0a8b0190e7c3c4c8f49d478b8313a6954c03d6aefbd845c3549c344a02bb,html,5828800,pending,10-K,v1,2025-12-07T06:14:50.842603+11:00,
150,41,164,DD,DuPont,0001666700,2022,,dd_10k_2022,data/raw/annual_reports/1666700/2022/dd_10k_2022.html,ea38681cdabaafdf0ca69a13ff7deca0afd887eb679c83a7037ee3275f4d9e67,html,5043286,pending,10-K,v1,2025-12-07T06:14:50.842603+11:00,
151,41,165,DD,DuPont,0001666700,2023,,dd_10k_2023,data/raw/annual_reports/1666700/2023/dd_10k_2023.txt,2d1339d67ead81242e5c2b83e8dca1ebae8dab77745a99758de1232c274f4c57,txt,25156280,pending,10-K,v1,2025-12-07T06:14:50.842603+11:00,
152,41,166,DD,DuPont,0001666700,2024,,dd_10k_2024,data/raw/annual_reports/1666700/2024/dd_10k_2024.html,ba14bf3ce0788080556c17638bb38b12420c30a132661eee6bb824de0d6f1571,html,3699036,pending,10-K,v1,2025-12-07T06:14:50.842603+11:00,
153,41,167,DD,DuPont,0001666700,2025,,dd_10k_2025,data/raw/annual_reports/1666700/2025/dd_10k_2025.html,8c2894cc05a9afd519e61501178966c8ffae3b051d6ab7befbe98609de2be24d,html,3601707,pending,10-K,v1,2025-12-07T06:14:50.842603+11:00,
154,42,168,EMN,Eastman Chemical Company,0000915389,2025,,emn_10k_2025,data/raw/annual_reports/915389/2025/emn_10k_2025.html,e0aa343337f5c1fae71416898a03dbf84e915b52aaa70c4ca9935a8893dbb15c,html,4012727,pending,10-K,v1,2025-12-07T06:14:50.891206+11:00,
155,43,169,ETN,Eaton Corporation,0001551182,2022,,etn_10k_2022,data/raw/annual_reports/1551182/2022/etn_10k_2022.html,18afa0f3347bdf8248ce6d1ad5ce592d9acd4f96636820f7130f7da21df2c2c7,html,4741348,pending,10-K,v1,2025-12-07T06:14:50.901754+11:00,
156,43,170,ETN,Eaton Corporation,0001551182,2023,,etn_10k_2023,data/raw/annual_reports/1551182/2023/etn_10k_2023.html,4570e47a048857c42fa98a98a40f4067e066e7f5d927f4f8b5479e5800da3949,html,4491244,pending,10-K,v1,2025-12-07T06:14:50.901754+11:00,
157,43,171,ETN,Eaton Corporation,0001551182,2024,,etn_10k_2024,data/raw/annual_reports/1551182/2024/etn_10k_2024.html,b9c5b662ab30bda4e5a3f7b001910a18b9a788f17b0588e3a2130ed6cacc3ab7,html,3421113,pending,10-K,v1,2025-12-07T06:14:50.901754+11:00,
158,43,172,ETN,Eaton Corporation,0001551182,2025,,etn_10k_2025,data/raw/annual_reports/1551182/2025/etn_10k_2025.html,ee3a216789b7a3e33224bb01c305100ebeace10168dd5a455fdd9c9a536e9fcb,html,3366475,pending,10-K,v1,2025-12-07T06:14:50.901754+11:00,
159,44,173,EBAY,eBay Inc.,0001065088,2024,,ebay_10k_2024,data/raw/annual_reports/1065088/2024/ebay_10k_2024.html,91df8d3960f2859cc83f464b561731e75c0f5e79955861805eefd57535af84ec,html,3075061,pending,10-K,v1,2025-12-07T06:14:50.924857+11:00,
160,44,174,EBAY,eBay Inc.,0001065088,2025,,ebay_10k_2025,data/raw/annual_reports/1065088/2025/ebay_10k_2025.html,34276be12d2d1f9c89d34ccde957d2894396e572f17b8f0859269951aa2b428c,html,2807295,pending,10-K,v1,2025-12-07T06:14:50.924857+11:00,
161,45,175,ECL,Ecolab,0000031462,2021,,ecl_10k_2021,data/raw/annual_reports/31462/2021/ecl_10k_2021.html,a935dd3fa07b14d615e3e04df43bbc8eb44d4f13cde7e38dd0b3eab8044fa362,html,9223562,pending,10-K,v1,2025-12-07T06:14:50.935863+11:00,
162,45,176,ECL,Ecolab,0000031462,2022,,ecl_10k_2022,data/raw/annual_reports/31462/2022/ecl_10k_2022.txt,fc2981934a6b57ffd7cf4af1eed580cb97fdc14d1165a361df940f79b7d7b93e,txt,38280021,pending,10-K,v1,2025-12-07T06:14:50.935863+11:00,
